ID,item_cnt_month
2587,0.15160104674810118
7687,0.02166648739554755
12787,0.25701115029023575
17887,0.06222769431427941
22987,0.028715982973335413
28087,0.032279021020708565
33187,0.035919732548699373
38287,0.07328745417830931
43387,0.4686615871733215
48487,0.8069490139674284
53587,0.20648368739554054
58687,0.7003548907542432
63787,0.045194722928054404
68887,0.002441482973902398
73987,0.16367516341465219
79087,-0.00030802334709428836
84187,0.010334445389096503
89287,0.007176885449172665
94387,0.15857522484829942
99487,0.05797009399850331
104587,0.16918153178058445
109687,-0.023749345671264355
114787,0.0
119887,0.18188073023003495
124987,0.06810629863688467
130087,0.01884779820467425
135187,0.09767421483602262
140287,0.29832554373147835
145387,0.02857172671461078
150487,0.0955338042660819
155587,0.0
160687,-0.0001958870086110065
165787,0.0
170887,0.06031867444696251
175987,0.06261210797431552
181087,0.037813824727731316
186187,0.0
191287,0.08725379097027625
196387,-0.005052984899449109
201487,0.14562509225981285
206587,0.0
211687,0.037280470198942706
594,0.1527915437620393
5694,0.16569922468750092
10794,1.585291793171681
15894,0.04140690489554025
20994,0.6334337354980998
26094,0.3102513963526219
31194,0.19852799126986168
36294,0.8393530108685688
41394,1.0312350401227444
46494,0.7434024414006432
51594,0.10854963632225653
56694,1.263385635743077
61794,0.3540809869307002
66894,0.012534582225895763
71994,0.918930163983672
77094,0.4301795114539879
82194,0.020427544641089868
87294,0.9639146815795024
92394,0.5890627596493818
97494,0.1878967624797487
102594,2.5631565040040547
107694,0.3095834082283828
112794,0.26900402223677966
117894,0.130532272590773
122994,0.07819939788887803
128094,0.8732273468609162
133194,0.5281617496371048
138294,0.7840874387778594
143394,0.6332894792393751
148494,1.0417086913869424
153594,0.0
158694,0.2024309282379418
163794,0.0
168894,0.9329157030516468
173994,1.4562559313355947
179094,0.04790692397972468
184194,0.38059710078257425
189294,0.3914403577683752
194394,0.16989364106323676
199494,0.021778553471846207
204594,0.5651031543959214
209694,1.2643030652803449
595,0.2196578340381252
5695,0.9726246610282211
10795,0.888428804940658
15895,0.19293363296737379
20995,0.24569618886489616
26095,2.0979562746337406
31195,0.0635999218325663
36295,0.07328745417830931
41395,1.199490372226275
46495,4.809740713291823
51595,0.5618729839455623
56695,2.9382171617901025
61795,0.01751453364418748
66895,1.1532161048950438
71995,0.9467302657833746
77095,0.24348280431659097
82195,0.6848519854490376
87295,0.1598941105349443
92395,0.6192602400811104
97495,1.770897988808228
102595,1.5991900322195485
107695,0.2627054518378646
112795,0.17020145228199587
117895,0.3099493998022026
122995,0.4561771854268233
128095,0.2390617034831006
