ID,item_cnt_month
2587,0.08801651
7687,0.005447656
12787,0.1309936
17887,0.036367893
22987,0.025877625
28087,0.022941917
33187,0.005060464
38287,0.029834092
43387,0.16400373
48487,0.30066395
53587,0.08801651
58687,0.31537968
63787,0.025877625
68887,0.02629286
73987,0.043260127
79087,0.022941917
84187,0.005447656
89287,0.022941917
94387,0.08801651
99487,0.022484094
104587,0.1054433
109687,0.0036363602
114787,0.0
119887,0.03238818
124987,0.021130562
130087,0.028022796
135187,0.059494942
140287,0.11212945
145387,0.02406627
150487,0.020672739
155587,0.0
160687,0.018938363
165787,0.0
170887,0.00709337
175987,0.02406627
181087,0.02406627
186187,0.0
191287,0.058698505
196387,0.0036363602
201487,0.066542536
206587,0.0
211687,0.0036363602
594,0.09611374
5694,0.1302681
10794,1.0815386
15894,0.082687706
20994,0.2849448
26094,0.19443625
31194,0.172858
36294,0.5198842
41394,0.45068276
46494,0.51002586
51594,0.09611374
56694,0.6541584
61794,0.21760494
66894,0.08603865
71994,0.35145313
77094,0.33038938
82194,0.065193504
87294,0.38866118
92394,0.45604497
97494,0.1907394
102594,1.3037137
107694,0.17212048
112794,0.1514886
117894,0.09213397
122994,0.08087641
128094,0.33480197
133194,0.41733742
138294,0.33480197
143394,0.2809651
148494,0.5217952
153594,0.0
158694,0.1552293
163794,0.0
168894,0.38210255
173994,0.6774937
179094,0.08381212
184194,0.24788725
189294,0.20312795
194394,0.13908556
199494,0.06338215
204594,0.38953593
209694,0.57286906
595,0.22889295
5695,0.5001152
10795,0.7665136
15895,0.2805416
20995,0.28783238
26095,1.25866
31195,0.19758552
36295,0.22235915
41395,0.6100838
46495,2.5588675
51595,0.5314031
56695,1.6113073
61795,0.21840268
66895,0.5872772
71995,0.5899888
77095,0.33715758
82195,0.43962604
87295,0.22889295
92395,0.4104333
97495,1.0467834
102595,0.87895954
107695,0.28961354
112795,0.18684635
117895,0.28758603
122995,0.38139063
128095,0.2004039
133195,0.2610182
138295,0.69417936
143395,0.52378935
148495,0.15539244
153595,0.0
158695,0.4195333
163795,0.0
168895,0.21087599
173995,0.33192354
179095,0.21659133
184195,0.0
189295,0.26196212
194395,0.09191081
199495,0.3432123
204595,0.41770083
209695,0.15481699
2092,0.29129303
7192,0.1302681
12292,0.3039644
17392,0.082687706
22492,0.22754699
27592,0.09611374
32692,0.07823229
37792,0.11985132
42892,0.087768584
47992,1.5426917
53092,0.4572034
58192,1.4049888
63292,0.39190906
68392,0.19844541
73492,0.11985132
78592,0.109752655
83692,0.28562838
88792,0.09611374
93892,0.082687706
98992,0.09611374
104092,0.48207662
109192,0.22776905
114292,0.29822576
119392,0.08087641
124492,0.23343357
129592,0.087768584
134692,0.18650204
139792,1.3502338
144892,0.08381212
149992,0.09213397
155092,0.0
160192,0.07822633
165292,0.35727727
170392,0.1297454
175492,0.51699144
180592,0.08381212
185692,0.0990262
190792,0.53963417
195892,0.13908556
200992,0.06338215
206092,0.21485233
211192,0.16926542
2091,0.0
7191,0.005447656
12291,0.022941917
17391,0.0
22491,0.0
27591,0.0
32691,0.0184865
37791,0.09926382
42891,0.08670074
47991,0.29949167
53091,0.022941917
58191,0.21772891
63291,0.09530729
68391,0.02629286
73491,0.0
78591,0.022941917
83691,0.07052231
88791,0.0
93891,0.0
98991,0.050006866
104091,0.33541602
109191,0.0
114291,0.0
119391,0.0
124491,0.021130562
129591,0.039280355
134691,0.059494942
139791,0.028022796
144891,0.023608446
149991,0.021130562
155091,0.0
160191,0.01848054
165291,0.0
170391,0.0
175491,0.0
180591,0.0
185691,0.0
190791,0.021130562
195891,0.0
200991,0.0036363602
206091,0.028022796
211191,0.0036363602
2090,0.0
7190,0.0
12290,0.082687706
17390,0.0
22490,0.0
27590,0.0
32690,0.0
37790,0.0
42890,0.087768584
47990,0.1630803
53090,0.082687706
58190,0.16706002
63290,0.08562341
68390,0.08603865
73490,0.2019867
78590,0.0
83690,0.065193504
88790,0.0
93890,0.0
98990,0.0
104090,0.1190733
109190,0.0
114290,0.0
119390,0.0
124490,0.08087641
129590,0.0
134690,0.0
