ID,item_cnt_month
2587,-1152.6703649835194
7687,-1534.1479873515002
12787,-639.4432763126717
17887,-1438.604662115616
22987,-1532.137482453575
28087,-1492.5701602576628
33187,-1533.041202348973
38287,-1510.3872452559108
43387,4.773283936933678
48487,531.3527941997276
53587,-919.3980341187457
58687,615.0302751251675
63787,-1487.579416849788
68887,-1540.2777845612836
73987,-1117.8378071828981
79087,-1540.7492161235255
84187,-1537.1612935194146
89287,-1538.2480002711516
94387,-1151.1628157429543
99487,-1306.058238552752
104587,-1056.626397629434
109687,-1549.4538810328793
114787,0.0
119887,-1076.834613225235
124987,-1444.6128314109912
130087,-1531.7576926749107
135187,-1476.0507672041056
140287,-656.388104233768
145387,-1454.515078591052
150487,-1256.3665430439792
155587,0.0
160687,-1540.0050301377619
165787,0.0
170887,-1485.4014776006559
175987,-1444.4726901513802
181087,-1489.5562122234592
186187,0.0
191287,-1258.1349386725005
196387,-1542.0359202073082
201487,-1155.7711027339553
206587,0.0
211687,-1491.328656739954
594,-1144.6840850884237
5694,-1132.1174594601127
10794,2659.627910759909
15894,-1512.790936678179
20994,8.059900454072478
26094,-708.937762194334
31194,-937.0436387715437
36294,605.4233521441622
41394,1363.305985009367
46494,741.8021410235264
51594,-1328.453105484442
56694,1606.5368633230448
61794,-609.3320865044504
66894,-1519.8491268418375
71994,714.9321989089322
77094,-181.54791220221398
82194,-1516.7326357999684
87294,1176.8408123548159
92394,208.03848817835728
97494,-898.936294439989
102594,5142.409880950107
107694,-673.0638264306388
112794,-986.4619919769409
117894,-1142.0748961067047
122994,-1424.184173691545
128094,718.0536646777117
133194,-116.8494632827941
138294,507.5610703882929
143394,85.68230431659565
148494,1193.38200264537
153594,0.0
158694,-996.9807416949097
163794,0.0
168894,817.9996456508741
173994,2232.349735850532
179094,-1469.127554504013
184194,-505.14313761394686
189294,-382.0991291696121
194394,-1045.390460033912
199494,-1516.9443151864505
204594,-22.83968471771777
209694,1615.0162796253512
595,-1018.8875420615066
5695,1059.1627644343682
