ID,item_cnt_month
2587,0.182432
7687,0.11383337
12787,0.24135026
17887,0.1364738
22987,0.12327415
28087,0.17781192
33187,0.1105243
38287,0.11383337
43387,0.34065014
48487,0.5062161
53587,0.182432
58687,0.67618567
63787,0.13139811
68887,0.14494386
73987,0.16999543
79087,0.14528862
84187,0.12327415
89287,0.1364738
94387,0.17000058
99487,0.17781192
104587,0.2427207
109687,0.1457121
114787,0.0
119887,0.14878145
124987,0.14920494
130087,0.12422788
135187,0.1336686
140287,0.32284093
145387,0.15491486
150487,0.14878145
155587,0.0
160687,0.14494386
165787,0.0
170887,0.12327415
175987,0.17781192
181087,0.12327415
186187,0.0
191287,0.17204833
196387,0.14878145
201487,0.1917437
206587,0.0
211687,0.14494386
594,0.14920494
5694,0.17000058
10794,0.7133054
15894,0.12327415
20994,0.25173855
26094,0.26253703
31194,0.1978862
36294,0.58768725
41394,0.608132
46494,0.5686176
51594,0.16999543
56694,0.7180408
61794,0.28658107
66894,0.12327415
71994,0.41552332
77094,0.35776842
82194,0.13062987
87294,0.36359635
92394,0.4685138
97494,0.23230574
102594,1.5688074
107694,0.26761276
112794,0.182432
117894,0.13062987
122994,0.1285558
128094,0.36118418
133194,0.3648491
138294,0.43379563
143394,0.28338313
148494,0.53324896
153594,0.0
158694,0.21756694
163794,0.0
168894,0.4185944
173994,0.5905498
179094,0.1285558
184194,0.26991808
189294,0.28700453
194394,0.21714345
199494,0.11383337
204594,0.37833837
209694,0.4732973
595,0.21465302
5695,0.47696438
10795,0.67233896
15895,0.23297852
20995,0.26137948
26095,1.1170692
31195,0.17626652
36295,0.1513041
41395,0.7141913
46495,2.4636245
51595,0.53836346
56695,1.780222
61795,0.1513041
66895,0.62369084
71995,0.5939792
77095,0.32902667
82195,0.48949206
87295,0.18667564
92395,0.34091565
97495,0.94772613
102595,0.7944267
107695,0.4285846
112795,0.19481185
117895,0.34525844
122995,0.4414432
128095,0.26641747
133195,0.23170593
138295,0.74791354
143395,0.61763495
148495,0.20320499
153595,0.0
158695,0.55905473
163795,0.0
168895,0.18241456
173995,0.2986505
179095,0.18241456
184195,0.0
189295,0.33429757
194395,0.21102142
199495,0.4521152
204595,0.31904346
209695,0.2499314
2092,0.35615736
7192,0.20427045
12292,0.50343364
17392,0.16678238
22492,0.29071677
27592,0.19965035
32692,0.15500325
37792,0.22595245
42892,0.3160675
47992,1.0423555
53092,0.47697717
58192,1.0749991
63292,0.42666364
68392,0.26318878
73492,0.21346945
78592,0.23629186
83692,0.38804722
88792,0.15039426
93892,0.16678238
98992,0.19965035
104092,0.6390555
109192,0.42397165
114292,0.33448768
119392,0.13567188
124492,0.3149774
129592,0.15550709
134692,0.20364234
139792,1.0538075
144892,0.18143794
149992,0.16678238
155092,0.0
160192,0.17061996
165292,0.30010223
170392,0.19996297
175492,0.5908751
180592,0.17061996
185692,0.13432321
190792,0.62010294
195892,0.2726789
200992,0.15754408
206092,0.25334185
211192,0.26318878
2091,0.0
7191,0.09707829
12291,0.08763757
17391,0.0
22491,0.0
27591,0.0
32691,0.0843285
37791,0.13436404
42891,0.17757058
47991,0.29380888
53091,0.08763757
58191,0.19435221
63291,0.13436404
68391,0.09707829
73491,0.0
78591,0.08763757
83691,0.13436404
88791,0.0
93891,0.0
98991,0.114809394
104091,0.2772503
109191,0.0
114291,0.0
119391,0.0
124491,0.08763757
129591,0.09803203
134691,0.09803203
139791,0.10330197
144891,0.10747275
149991,0.08763757
155091,0.0
160191,0.09707829
165291,0.0
170391,0.0
175491,0.0
180591,0.0
185691,0.0
190791,0.10443401
195891,0.0
200991,0.08763757
206091,0.08763757
211191,0.08763757
2090,0.0
7190,0.0
12290,0.09554854
17390,0.0
22490,0.0
27590,0.0
32690,0.0
37790,0.0
42890,0.14645627
47990,0.21115312
53090,0.09554854
58190,0.210192
63290,0.09554854
68390,0.09554854
73490,0.18276697
78590,0.0
83690,0.09554854
88790,0.0
93890,0.0
98990,0.0
104090,0.15450284
109190,0.0
114290,0.0
119390,0.0
124490,0.10498926
129590,0.0
134690,0.0
139790,0.15876395
144890,0.0
149990,0.0
155090,0.0
160190,0.23617822
165290,0.0
170390,0.09554854
175490,0.0
180590,0.0
185690,0.0
190790,0.0
195890,0.0
200990,0.0
206090,0.0
211190,0.0
2089,0.0
7189,0.0
12289,0.1285558
17389,0.0
22489,0.0
27589,0.0
32689,0.0
37789,0.11383337
42889,0.1568231
47989,0.971327
53089,0.11383337
58189,0.4172999
63289,0.12327415
68389,0.13139811
73489,0.1285558
78589,0.0
83689,0.11383337
88789,0.0
93889,0.0
98989,0.0
104089,0.22518402
109189,0.0
114289,0.0
119389,0.0
124489,0.23227161
129589,0.0
134689,0.0
139789,0.20703244
144889,0.0
149989,0.0
155089,0.0
