ID,item_cnt_month
2587,0.1247283982952262
7687,0.032895814111763344
12787,0.19054667091545452
17887,0.03252845695103945
22987,0.04141085527698929
28087,0.04056029471124989
33187,0.0
38287,0.06988588152189423
43387,0.30165680597992306
48487,0.733631829834429
53587,0.14351981617656084
58687,0.4453336465060552
63787,0.048223136233156993
68887,0.027937487421936358
73987,0.11425778548561472
79087,0.02621736504309402
84187,0.025142239565189795
89287,0.03458171829468981
94387,0.1253370982911869
99487,0.05653785390202415
104587,0.1614225233535388
109687,0.0022981451592080093
114787,0.0
119887,0.1165923300909325
124987,0.055524309527612004
130087,0.04404362321846789
135187,0.0920153178109665
140287,0.22408241693405506
145387,0.0504133639351142
150487,0.05327978474525896
155587,0.0
160687,0.038205707599000216
165787,0.0
170887,0.04932751706858374
175987,0.0694979386893696
181087,0.04674272390416501
186187,0.0
191287,0.09457475412297345
196387,0.010345707172715435
201487,0.10315267407515483
206587,0.0
211687,0.028863478265443443
594,0.09215865142196111
5694,0.1272892075545472
10794,1.3352548991281787
15894,0.013584254196513323
20994,0.5658968964805481
26094,0.22591476213028916
31194,0.11103750429421122
36294,0.5764740220945607
41394,0.855596916740078
46494,0.5598163329622575
51594,0.08657497518376689
56694,1.0163009981440514
61794,0.2559541258732504
66894,0.03136980688846458
71994,0.7490702732576325
77094,0.3220939890542426
82194,0.028574559031718016
87294,0.7275339520249168
92394,0.42121372230233545
97494,0.1657127567546378
102594,2.0063381068175277
107694,0.2136265415820534
112794,0.16478898867313585
117894,0.09222173734807637
122994,0.058956628994140226
128094,0.7032312051100148
133194,0.38789194182211484
138294,0.69543843370673
143394,0.5748994051386728
148494,0.8328825101696579
153594,0.0
158694,0.16796258776474116
163794,0.0
168894,0.7557357062246536
173994,1.2237653133141408
179094,0.05017504337069323
184194,0.22052145375379284
189294,0.2659296793097342
194394,0.12711562283655342
199494,0.015623919565427413
204594,0.388499584614309
209694,1.0873902057079354
595,0.1258582422555633
5695,0.7418416605960713
10795,0.7783820825328615
15895,0.11409997320814369
20995,0.17133282275895378
26095,1.7253837136454915
31195,0.010069992737476885
36295,0.06988588152189423
41395,0.9328247152450512
46495,3.3654423255965025
51595,0.3987454496604642
56695,2.167388143568858
61795,0.03523617173125382
66895,0.8713547262729308
71995,0.7600027947399296
77095,0.17688258156418402
82195,0.4262618333310576
87295,0.1025276904330551
92395,0.5554297460519618
97495,1.4340219003227057
102595,1.3022294411757946
107695,0.20378137572757293
112795,0.09578326708025664
117895,0.22351707990029002
122995,0.3155295162175392
128095,0.18335514841958356
133195,0.19596335628912487
138295,0.9069937747861515
143395,0.7687143298409213
148495,0.06148717604113829
153595,0.0
158695,0.5282795713928349
163795,0.0
168895,0.07170403928963809
173995,0.21836861030253252
179095,0.05972968840606796
184195,0.0
189295,0.25490234703198167
194395,0.010345707172715435
199495,0.6595698825351423
204595,0.5783131956172337
209695,0.1068375877397959
2092,0.6195907812492923
7192,0.1272892075545472
12292,0.722635962095708
17392,0.013584254196513323
22492,0.23270086119314326
27592,0.0793561009007352
32692,0.035878834425059236
37792,0.20738116205957458
42892,0.10586943070995358
47992,1.6468464095713229
53092,0.7607614762643019
58192,1.7147331622360633
63292,0.6702443695269217
68392,0.18563243019230635
73492,0.09449717725588613
78592,0.17669961008267732
83692,0.6009898816224591
88792,0.09297304539768037
93892,0.0637822727852656
98992,0.06458015788167992
104092,0.8983623035636074
109192,0.31229157763259685
114292,0.5849058215608581
119392,0.03909171291719249
124492,0.24745289506060197
129592,0.04747594268499611
134692,0.20417524896167694
139792,1.5315915201653947
144892,0.05384568340164242
149992,0.061322088724914736
155092,0.0
160192,0.0983654582791641
165292,0.07833762549216161
170392,0.13073394600946442
175492,0.8719863348436064
180592,0.05017504337069323
185692,0.028427780904579314
190792,0.8963233912156016
195892,0.14010258733845637
200992,0.02861088406733059
206092,0.19359047215989478
211192,0.12983098982217778
2091,0.0
7191,0.05788774509566197
12291,0.035302049591705464
17391,0.0
22491,0.0
27591,0.0
32691,0.018477552436720557
37791,0.17763149518616916
42891,0.23615665391150598
47991,0.37634762959144596
53091,0.04679717097437408
58191,0.22457617756870396
63291,0.12521524768760195
68391,0.026955489402028854
73491,0.0
78591,0.025235367023186517
83691,0.11512131552153793
88791,0.0
93891,0.0
98991,0.08254236261629833
104091,0.33777881010376853
109191,0.0
114291,0.0
119391,0.0
124491,0.02856838250389837
129591,0.07204670383121681
134691,0.091033319791059
139791,0.053035391503202356
144891,0.05421093912123032
149991,0.021544284515521706
155091,0.0
160191,0.06797721178892246
165291,0.0
170391,0.0
175491,0.0
180591,0.0
185691,0.0
190791,0.07841104744751537
195891,0.0
200991,0.011209602078991687
206091,0.06926444036219881
211191,0.014894515743632764
2090,0.0
7190,0.0
12290,0.015950456296836557
17390,0.0
22490,0.0
27590,0.0
32690,0.0
37790,0.0
42890,0.05612959092484282
47990,0.14791779291698803
53090,0.014458613177601998
58190,0.17681753074526607
63290,0.014902580416477407
68390,0.0076038961071599465
73490,0.15426691633250889
78590,0.0
83690,0.004808648250413383
88790,0.0
93890,0.0
98990,0.0
104090,0.06558238538682437
109190,0.0
114290,0.0
119390,0.0
124490,0.009216789209029463
129590,0.0
134690,0.0
139790,0.051450335916260026
144890,0.0
149990,0.0
155090,0.0
160190,0.5389258380212544
165290,0.0
170390,0.016006961251904372
175490,0.0
180590,0.0
185690,0.0
190790,0.0
195890,0.0
200990,0.0
206090,0.0
211190,0.0
2089,0.0
7189,0.0
12289,0.015950456296836557
17389,0.0
22489,0.0
27589,0.0
32689,0.0
37789,0.062539254709021
42889,0.05612959092484282
47989,1.2585529361886965
53089,0.014458613177601998
58189,0.4014592507122362
63289,0.032669118124404206
68389,0.0076038961071599465
73489,0.02597822203247302
78589,0.0
83689,0.004808648250413383
88789,0.0
93889,0.0
98989,0.0
104089,0.16953042386498296
109189,0.0
114289,0.0
119389,0.0
124489,0.1617109889356979
129589,0.0
134689,0.0
139789,0.12464487218458886
144889,0.0
149989,0.0
155089,0.0
160189,0.0969760697189136
165289,0.0
170389,0.0
175489,0.0
180589,0.0
185689,0.0
190789,0.0
195889,0.0
200989,0.0
206089,0.0
211189,0.0
1691,0.0
6791,0.012562222796986933
11891,0.015950456296836557
16991,0.0
22091,0.0
27191,0.0
32291,0.0
37391,0.0
42491,0.05612959092484282
47591,0.2378318508652163
52691,0.014458613177601998
57791,0.1784163656295431
62891,0.014902580416477407
67991,0.0076038961071599465
73091,0.3733815342135557
78191,0.0
83291,0.0
88391,0.0
93491,0.0
98591,0.018437724879320938
103691,0.20489391058794004
108791,0.0
113891,0.0
118991,0.0
124091,0.009216789209029463
129191,0.0
134291,0.0
139391,0.758397610502093
144491,0.0
149591,0.0
154691,0.0
159791,0.5519128025231573
164891,0.0
169991,0.016006961251904372
175091,0.0
180191,0.0
185291,0.0
190391,0.0
195491,0.0
200591,0.0
205691,0.0
210791,0.0
4427,0.0
9527,0.0
14627,0.04493553492949298
19727,0.0
24827,0.03406422846411605
29927,0.0
35027,0.0
40127,0.04955229020711782
45227,0.05612959092484282
50327,0.893938697743872
55427,0.014458613177601998
60527,0.3019599250212067
65627,0.014902580416477407
70727,0.0076038961071599465
75827,0.1365003786245823
80927,0.0
86027,0.004808648250413383
91127,0.0142481269799134
96227,0.014042433000154841
101327,0.0
106427,0.7101452282178667
111527,0.0
116627,0.0
121727,0.0
126827,0.055968405549612465
131927,0.0
137027,0.0
142127,0.05606032042938758
147227,0.0
152327,0.0
157427,0.0
162527,0.03085908078612698
167627,0.0
172727,0.0
177827,0.0
182927,0.0
188027,0.0
193127,0.0
198227,0.0
203327,0.0
208427,0.0
213527,0.0
2088,0.0
7188,0.0
12288,0.015950456296836557
17388,0.0
22488,0.0
27588,0.0
32688,0.0
37788,0.04955229020711782
42888,0.05612959092484282
47988,0.9253876315280919
53088,0.014458613177601998
58188,0.22102698838093848
63288,0.027889544918380582
68388,0.0076038961071599465
73488,0.22746145260083794
78588,0.0
83688,0.004808648250413383
88788,0.0142481269799134
93888,0.0
98988,0.0
104088,0.16953042386498296
109188,0.0
114288,0.0
119388,0.0
124488,0.039970291418859216
129588,0.0
134688,0.0
139788,0.3014797277331346
144888,0.0
149988,0.0
155088,0.0
160188,0.40122517234216504
165288,0.0
170388,0.016006961251904372
175488,0.0
180588,0.0
185688,0.0
190788,0.0
195888,0.0
200988,0.0
206088,0.0
211188,0.0
3084,0.0
8184,0.012562222796986933
13284,0.033716994004763134
18384,0.0
23484,0.03406422846411605
28584,0.0
33684,0.0
38784,0.0
43884,0.05612959092484282
48984,2.006447651540964
54084,0.014458613177601998
59184,0.3344818508082098
64284,0.014902580416477407
69384,0.0076038961071599465
74484,0.14948734312648526
79584,0.0
84684,0.004808648250413383
89784,0.0142481269799134
94884,0.0
99984,0.0
105084,0.35672340936701874
110184,0.0
115284,0.0
120384,0.0
125484,0.039970291418859216
130584,0.0
135684,0.0
140784,0.6368526230089039
145884,0.0
150984,0.0
156084,0.0
161184,0.12897229798042031
166284,0.0
171384,0.016006961251904372
176484,0.0
181584,0.0
186684,0.0
191784,0.0
196884,0.0
201984,0.0
207084,0.0
212184,0.0
2019,0.12816071776175442
7119,0.6679040119074312
12219,0.18560201039320756
17319,0.10454532817276896
22419,0.0
27519,0.14152780626798422
32619,0.5439455916601866
37719,0.0
42819,0.1022720239272018
47919,0.9432096868453842
53019,0.6726158418932467
58119,0.7954702791487659
63219,0.17156717001094546
68319,1.186814846559835
73419,0.7036965333639714
78519,0.052026206730676594
83619,0.0
88719,0.650028833474504
93819,0.14833050037356876
98919,1.2200251975530507
104019,0.6551550623472678
109119,0.6177452603390222
114219,0.125828095167427
119319,0.0
124419,0.05535922221138845
129519,0.16081353888230587
134619,0.0
139719,0.6760386228168745
144819,0.6818241549480298
149919,0.547012323738988
155019,0.0
160119,0.562691748802559
165219,0.0
170319,0.06214939425426336
175419,0.43036170767296766
180519,0.5582418006058206
185619,0.0970123326597806
190719,0.5743077508844238
195819,0.10473910061549929
200919,0.0
206019,0.08306831556778571
211119,0.0
528,0.03376732431897056
5628,0.12385688808801898
10728,0.062257976615418875
15828,0.0
20928,0.0
26028,0.06293681693230402
31128,0.0
36228,0.08287284602379741
41328,0.1537987120971357
46428,0.8369936111586859
51528,0.07032527990823179
56628,0.18952998791806464
61728,0.0
66828,0.027937487421936358
71928,0.07228574235105556
77028,0.0
82128,0.0
87228,0.0
92328,0.0
97428,0.051758280696000525
102528,0.17983587784377197
107628,0.0
112728,0.0
117828,0.07102288017362157
122928,0.0
128028,0.0
133128,0.12276882002079603
138228,0.18147179418265968
143328,0.09415383064684668
148428,0.0
153528,0.0
158628,0.0771666011047093
163728,0.0
168828,0.0
173928,0.0
179028,0.0
184128,0.0
189228,0.0
194328,0.04587878258856881
199428,0.03456812231995354
204528,0.05725947388020314
209628,0.03825303598459462
596,0.1247283982952262
5696,0.04588277861366652
10796,0.062257976615418875
15896,0.03252845695103945
20996,0.06738478428079542
26096,0.11488467493991583
31196,0.0
36296,0.09585981052570036
41396,0.8185612171608677
46496,3.401593317033363
51596,0.047779168994281584
56696,1.0011384764813878
61796,0.06121010073505995
66896,0.027937487421936358
71996,0.08527270685295851
77096,0.08294479625672968
82196,0.025142239565189795
87296,0.08594331914840037
92396,0.04736298881683443
97496,0.10027832061375686
102596,0.17800689463819352
107696,0.0
112796,0.17271036052658195
117896,0.0
122996,0.06491386724676318
128096,0.14799166169662648
133196,0.10500228231286945
138296,0.32735743749772583
143396,0.9003523984371243
148496,0.035513247037332385
153596,0.0
158696,0.5982203228417399
163796,0.0
168896,0.06231448157048669
173996,0.06590053190661782
179096,0.0
184196,0.0
189296,0.0
194396,0.06825530480962316
199496,0.5592192508397357
204596,0.16120751235836173
209696,0.03825303598459462
4563,0.0
9663,0.0
14763,0.0
19863,0.0
24963,0.0
30063,0.0
35163,0.0
40263,0.0
45363,0.0
50463,0.0
55563,0.0
60663,0.0
65763,0.0
70863,0.0
75963,0.0
81063,0.0
86163,0.0
91263,0.0
96363,0.0
101463,0.0
106563,0.0
111663,0.0
116763,0.0
121863,0.0
126963,0.0
132063,0.0
137163,0.0
142263,0.0
147363,0.0
152463,0.0
157563,10.439034703475581
162663,0.0
167763,0.0
172863,0.0
177963,0.0
183063,0.0
188163,0.0
193263,0.0
198363,0.0
203463,0.0
208563,0.0
213663,0.0
597,0.0
5697,0.0
10797,0.16767337817389782
15897,0.0
20997,0.16341062812012297
26097,0.0
31197,0.0
36297,2.6971730999736936
41397,0.637945160562679
46497,0.38053921313666594
51597,0.0882074255803108
56697,1.1878385393741138
61797,6.1565619042171855
66897,0.0
71997,0.12871211306783803
77097,0.0
82197,0.0
87297,0.06562041716156808
92397,0.0
97497,0.0
102597,0.8069435807561175
107697,0.0
112797,0.0
117897,0.0
122997,0.0
128097,0.08447187980449733
133197,0.0
138297,0.0
143397,0.0
148497,0.06295453912145865
153597,0.0
158697,0.0
163797,0.0
168897,0.5978225308897406
173997,0.0
179097,0.07418401598829127
184197,0.13119283017408112
189297,0.0
194397,0.0
199497,0.0
204597,0.10429628687783465
209697,0.0
3082,0.0
8182,0.032895814111763344
13282,0.0
18382,0.0
23482,0.0
28582,0.0
33682,0.0
38782,0.0
43882,0.0
48982,0.10390281887615094
54082,0.03479220449237841
59182,0.08906208999269627
64282,0.03523617173125382
69382,0.0
74482,0.04631181334724943
79582,0.0
84682,0.025142239565189795
89782,0.0
94882,0.0
99982,0.03877131619409735
105082,0.08591597670160078
110182,0.0022981451592080093
115282,0.0
120382,0.0
125482,0.029550380523805875
130582,0.0
135682,0.0
140782,0.041030425021206685
145882,0.024439434931307846
150982,0.0
156082,0.0
161182,0.05119267210090339
166282,0.0
171382,0.036340552566680784
176482,0.0
181582,0.0
186682,0.0
191782,0.0
196882,0.0
201982,0.012191600098899191
207082,0.0
212182,0.015876513763540268
1343,0.03719964378549878
6443,0.036328133578291566
11543,0.5785366265230986
16643,0.013584254196513323
21743,0.04484317474351751
26843,0.0
31943,0.0005153477021019315
37043,0.09108473869634925
42143,0.09288246620805063
47243,0.7288567580050779
52343,0.03822452395890663
57443,0.6992606410425469
62543,0.5597222129348126
67643,0.03136980688846458
72743,0.04974413281377765
77843,0.029649684509622243
82943,0.028574559031718016
88043,0.05578057546914483
93143,0.037808343781459475
98243,0.04220363566062557
103343,1.2171682494884821
108443,0.005730464625736231
113543,0.034867021191171355
118643,0.03909171291719249
123743,0.04596966449223727
128843,0.060462907186899284
133943,0.08246067277559155
139043,0.13478523884715432
144143,0.027871754397836068
149243,0.02595860200195743
154343,0.0
159443,0.5886656778063649
164543,0.0
169643,0.039772872033209006
174743,0.04695632915209169
179843,0.03718807886879005
184943,0.006051258683524963
190043,0.03087750692633906
195143,0.013778026639243657
200243,0.04159784856923354
205343,0.06069179334673136
210443,0.032295797731971665
1725,0.0
6825,0.0
11925,0.0
17025,0.0
22125,0.0
27225,0.0
32325,0.0
37425,0.0
42525,0.0
47625,0.1297116605637335
52725,0.0
57825,0.10548137396112767
62925,0.0
68025,0.0
73125,0.0
78225,0.0
83325,0.0
88425,0.0
93525,0.0
98625,0.0
103725,0.0
108825,0.0
113925,0.0
119025,0.0
124125,0.0
129225,0.0
134325,0.1048371949966459
139425,0.0
144525,0.0
149625,0.0
154725,0.0
159825,0.0
164925,0.0
170025,0.039772872033209006
175125,0.0
180225,0.0
185325,0.0
190425,0.0
195525,0.0
200625,0.0
205725,0.0
210825,0.0
3821,0.0
8921,0.0
14021,0.0
19121,0.0
24221,0.0
29321,0.0
34421,0.0
39521,0.0
44621,0.0
49721,0.0
54821,0.0
59921,0.0
65021,0.0
70121,0.0
75221,0.0
80321,0.0
85421,0.0
90521,0.0
95621,0.0
100721,0.0
105821,0.0
110921,0.0
116021,0.0
121121,0.0
126221,0.0
131321,0.0
136421,0.0
141521,0.0
146621,0.0
151721,0.0
156821,0.0
161921,0.0
167021,0.0
172121,0.0
177221,0.0
182321,0.0
187421,0.0
192521,0.0
197621,0.0
202721,0.0
207821,0.0
212921,0.0
3081,0.0
8181,0.032895814111763344
13281,0.03628404761161297
18381,0.0
23481,0.0
28581,0.0
33681,0.0
38781,0.06988588152189423
43881,0.07646318223961923
48981,0.10390281887615094
54081,0.03479220449237841
59181,0.08906208999269627
64281,0.0
69381,0.0
74481,0.04631181334724943
79581,0.0
84681,0.025142239565189795
89781,0.0
94881,0.0
99981,0.0
105081,0.08591597670160078
110181,0.0022981451592080093
115281,0.0
120381,0.0
125481,0.0
130581,0.0
135681,0.0
140781,0.0
145881,0.024439434931307846
150981,0.0
156081,0.0
161181,0.038205707599000216
166281,0.0
171381,0.036340552566680784
176481,0.04352400968556347
181581,0.0
186681,0.0
191781,0.0
196881,0.0
201981,0.012191600098899191
207081,0.0
212181,0.0
1726,0.0
6826,0.036328133578291566
11926,1.099590348260129
17026,0.0
22126,0.0
27226,0.5698259091208323
32326,0.0005153477021019315
37426,2.6785868096735754
42526,1.6963562800410188
47626,1.167209119524667
52726,1.0803319674329679
57826,2.7592700225640368
62926,0.051655455699685215
68026,0.5654104931273981
73126,0.5707978545508082
78226,0.04741622221754904
83326,0.028574559031718016
88426,0.5590677594982486
93526,0.55886206551849
98626,0.04220363566062557
103726,2.1865501476181537
108826,0.005730464625736231
113926,0.04785398569307453
119026,0.0
124126,0.0329826999903341
129226,0.04747594268499611
134326,0.0
139426,0.5655164662247655
144526,0.027871754397836068
149626,0.0
154726,0.0
159826,0.0
164926,0.0
170026,0.039772872033209006
175126,1.089063772626153
180226,0.03718807886879005
185326,0.0
190426,0.03087750692633906
195526,0.013778026639243657
200626,0.015623919565427413
205726,0.5817455150837619
210826,0.01930883323006849
2070,0.0
7170,0.0
12270,0.013571761176740416
17370,0.0
22470,0.0
27570,0.0
32670,0.0
37770,0.0
42870,0.3290895156778376
47970,0.34713959459521815
53070,0.012079918057505856
58170,0.3357445679669021
63270,0.012523885296381265
68370,0.005225200987063805
73470,0.06256042041808596
78570,0.0
83670,0.0024299531303172417
88770,0.0
93870,0.0
98970,0.016059029759224797
104070,0.5842574120037588
109170,0.0
114270,0.021709379791673755
119370,0.0
124470,0.03582317272158975
129570,0.0
134670,0.0
139770,0.01831813858633413
144870,0.0
149970,0.0
155070,0.0
160170,0.10120593101041975
165270,0.0
170370,0.013628266131808231
175470,0.020811723250690917
180570,0.011043472967389278
185670,0.0
190770,0.0
195870,0.0
200970,0.0
206070,0.0
211170,0.0
2069,0.0
7169,0.012562222796986933
12269,0.015950456296836557
17369,0.0
22469,0.0
27569,0.0
32669,0.0
37769,0.0
42869,0.05612959092484282
47969,0.12253012106708361
53069,0.0
58169,0.13844289439345847
63269,0.027889544918380582
68369,0.0076038961071599465
73469,0.02597822203247302
78569,0.0
83669,0.0
88769,0.0142481269799134
93869,0.0
98969,0.0
104069,0.17167284555569584
109169,0.0
114269,0.0
119369,0.0
124469,0.039970291418859216
129569,0.0
134669,0.0
139769,0.3485046249740079
